odd,date
1.64,2021-04-25 18:26:44.937968
1.51,2021-04-25 18:27:00.100634
2.45,2021-04-25 18:27:27.398300
1.00,2021-04-25 18:27:36.484781
1.01,2021-04-25 18:27:48.620157
2.08,2021-04-25 18:28:09.830248
2.17,2021-04-25 18:28:34.072586
1.00,2021-04-25 18:28:46.179079
1.18,2021-04-25 18:28:58.331263
1.94,2021-04-25 18:29:19.536141
1.24,2021-04-25 18:29:34.688332
1.00,2021-04-25 18:29:46.813654
1.13,2021-04-25 18:29:58.924537
1.00,2021-04-25 18:30:08.006279
34.61,2021-04-25 18:31:29.820171
5.00,2021-04-25 18:32:06.166870
1.68,2021-04-25 18:32:24.329305
10.22,2021-04-25 18:33:15.826341
1.06,2021-04-25 18:33:24.919752
1.23,2021-04-25 18:33:40.083325
57.73,2021-04-25 18:34:58.790934
5.83,2021-04-25 18:35:38.163589
1.37,2021-04-25 18:35:56.348554
4.98,2021-04-25 18:36:32.706729
6.00,2021-04-25 18:37:12.106916
2.10,2021-04-25 18:37:36.325678
16.68,2021-04-25 18:38:33.890694
6.46,2021-04-25 18:39:16.292058
1.36,2021-04-25 18:39:31.457045
5.13,2021-04-25 18:40:07.775262
3.02,2021-04-25 18:40:38.078212
6.38,2021-04-25 18:41:20.473579
1.62,2021-04-25 18:41:38.628162
2.19,2021-04-25 18:42:02.851648
4.07,2021-04-25 18:42:36.175202
8.98,2021-04-25 18:43:24.641081
1.93,2021-04-25 18:43:45.839446
1.00,2021-04-25 18:43:54.923044
3.50,2021-04-25 18:44:28.259199
1.83,2021-04-25 18:44:49.485026
19.77,2021-04-25 18:45:50.109114
2.22,2021-04-25 18:46:14.359377
3.77,2021-04-25 18:46:47.751015
1.56,2021-04-25 18:47:05.951309
1.84,2021-04-25 18:47:24.158707
1.06,2021-04-25 18:47:36.283536
2.16,2021-04-25 18:48:00.524232
1.54,2021-04-25 18:48:18.715560
2.17,2021-04-25 18:48:42.973789
7.06,2021-04-25 18:49:25.362907
1.00,2021-04-25 18:49:37.465514
2.27,2021-04-25 18:50:01.718727
5.09,2021-04-25 18:50:38.051007
1.68,2021-04-25 18:50:59.236975
1.77,2021-04-25 18:51:17.439222
2.86,2021-04-25 18:51:47.733546
1.18,2021-04-25 18:51:59.855778
5.62,2021-04-25 18:52:39.268076
18.99,2021-04-25 18:53:39.850728
1.00,2021-04-25 18:53:48.944823
3.16,2021-04-25 18:54:19.265063
1.51,2021-04-25 18:54:37.443502
6.46,2021-04-25 18:55:19.845956
4.01,2021-04-25 18:55:53.195632
1.18,2021-04-25 18:56:08.342683
3.79,2021-04-25 18:56:41.661275
1.00,2021-04-25 18:56:50.767544
6.59,2021-04-25 18:57:33.184288
1.17,2021-04-25 18:57:45.299543
1.53,2021-04-25 18:58:06.544156
4.40,2021-04-25 18:58:39.872906
1.00,2021-04-25 18:58:51.977171
1.12,2021-04-25 18:59:04.116744
2.81,2021-04-25 18:59:31.397454
208.14,2021-04-25 19:01:11.459042
1.52,2021-04-25 19:01:29.636820
4.98,2021-04-25 19:02:05.990150
3.01,2021-04-25 19:02:36.285247
1.09,2021-04-25 19:02:48.391528
1.12,2021-04-25 19:03:00.491450
1.00,2021-04-25 19:03:09.580120
1.77,2021-04-25 19:03:30.753635
1.40,2021-04-25 19:03:45.911040
1.89,2021-04-25 19:04:07.109319
2.50,2021-04-25 19:04:34.439440
8.48,2021-04-25 19:05:19.907354
1.00,2021-04-25 19:05:32.045952
1.16,2021-04-25 19:05:44.166495
3.04,2021-04-25 19:06:14.455068
4.44,2021-04-25 19:06:47.804789
1.03,2021-04-25 19:06:59.917794
1.55,2021-04-25 19:07:18.115107
1.00,2021-04-25 19:07:27.221415
2.11,2021-04-25 19:07:51.452627
8.40,2021-04-25 19:08:39.947612
1.24,2021-04-25 19:08:52.070787
5.02,2021-04-25 19:09:28.439929
3.29,2021-04-25 19:10:01.767197
1.02,2021-04-25 19:10:10.862992
1.51,2021-04-25 19:10:29.097246
2.76,2021-04-25 19:10:56.414002
1.00,2021-04-25 19:11:05.515412
1.31,2021-04-25 19:11:32.785489
1.00,2021-04-25 19:11:44.917241
1.16,2021-04-25 19:12:09.152868
1.00,2021-04-25 19:12:18.252707
3.02,2021-04-25 19:12:48.604553
1.54,2021-04-25 19:13:03.781240
4.17,2021-04-25 19:13:40.169155
2.36,2021-04-25 19:14:04.420201
1.57,2021-04-25 19:14:22.618653
4.70,2021-04-25 19:14:58.962244
2.15,2021-04-25 19:15:23.211952
12.09,2021-04-25 19:16:14.734685
1.14,2021-04-25 19:16:26.841811
6.61,2021-04-25 19:17:09.292225
1.65,2021-04-25 19:17:27.451283
1.87,2021-04-25 19:17:48.700479
1.50,2021-04-25 19:18:06.888560
1.00,2021-04-25 20:24:21.634273
1.85,2021-04-25 20:24:42.869375
1.17,2021-04-25 20:24:55.011401
371.33,2021-04-25 20:26:44.041004
1.17,2021-04-25 20:26:59.190477
,2021-04-25 20:27:17.319968
1.82,2021-04-25 20:27:20.359793
1.12,2021-04-25 20:27:32.528790
1.25,2021-04-25 20:27:44.671796
1.71,2021-04-25 20:28:05.905476
87.73,2021-04-25 20:29:30.733021
1.60,2021-04-25 20:29:48.941045
1.09,2021-04-25 20:30:01.231232
1.00,2021-04-25 20:30:10.323459
1.80,2021-04-25 20:30:31.540062
2.68,2021-04-25 20:30:58.843897
4.60,2021-04-25 20:31:35.218820
1.46,2021-04-25 20:31:53.456620
1.76,2021-04-25 20:32:11.586988
1.20,2021-04-25 20:32:26.740696
1.33,2021-04-25 20:32:41.911577
,2021-04-25 20:32:57.063144
5.16,2021-04-25 20:44:21.165628
1.45,2021-04-25 20:44:36.286071
1.55,2021-04-25 20:44:54.520158
3.57,2021-04-25 20:45:27.900538
1.68,2021-04-25 20:45:49.110643
2.00,2021-04-25 20:46:10.354823
3.25,2021-04-25 20:46:40.672204
1.02,2021-04-25 20:46:52.747572
1.05,2021-04-25 20:47:04.919315
1.11,2021-04-25 20:47:17.079266
1.99,2021-04-25 20:47:38.279861
2.49,2021-04-25 20:48:05.522928
2.71,2021-04-25 20:48:32.721627
1.62,2021-04-25 20:48:50.854932
1.44,2021-04-25 20:49:09.064533
2.54,2021-04-25 20:49:36.348089
42.16,2021-04-25 20:50:48.951130
3.10,2021-04-25 20:51:19.189654
1.46,2021-04-25 20:51:34.357061
4.03,2021-04-25 20:52:10.674095
1.70,2021-04-25 20:52:28.880782
2.02,2021-04-25 20:52:50.153763
1.00,2021-04-25 20:53:02.295683
3.70,2021-04-25 20:53:35.619228
1.42,2021-04-25 20:53:50.764977
188.04,2021-04-25 20:55:30.713777
6.32,2021-04-25 20:56:10.116382
1.11,2021-04-25 20:56:22.251836
1.86,2021-04-25 20:56:43.483295
4.47,2021-04-25 20:57:19.866422
1.17,2021-04-25 20:57:35.017189
5.99,2021-04-25 20:58:14.495526
2.10,2021-04-25 20:58:35.692495
1.67,2021-04-25 20:58:56.883649
3.90,2021-04-25 20:59:30.256063
1.17,2021-04-25 20:59:42.361831
1.28,2021-04-25 20:59:57.559524
1.07,2021-04-25 21:00:09.714781
44.12,2021-04-25 21:01:22.406752
2.60,2021-04-25 21:01:49.602449
1.26,2021-04-25 21:02:04.777183
1.43,2021-04-25 21:02:19.887752
1.09,2021-04-25 21:02:32.013348
1.25,2021-04-25 21:02:47.180721
1.31,2021-04-25 21:03:02.338225
7.37,2021-04-25 21:04:24.128172
1.00,2021-04-25 21:04:33.213601
2.37,2021-04-25 21:05:00.755260
1.28,2021-04-25 21:05:12.873741
1.66,2021-04-25 21:05:34.059430
1.87,2021-04-25 21:05:55.367706
1.44,2021-04-25 21:06:10.507624
1.09,2021-04-25 21:06:22.603107
2.64,2021-04-25 21:06:49.866687
5.71,2021-04-25 21:07:29.236766
8.98,2021-04-25 21:08:17.615620
857.04,2021-04-25 21:10:18.859665
1.53,2021-04-25 21:10:37.056773
9.76,2021-04-25 21:11:25.406681
174.34,2021-04-25 21:13:02.321767
3.59,2021-04-25 21:13:35.632007
1.23,2021-04-25 21:13:47.715219
16.42,2021-04-25 21:14:45.197576
3.14,2021-04-25 21:15:15.409174
1.16,2021-04-25 21:15:30.537396
2.12,2021-04-25 21:15:51.732878
1.63,2021-04-25 21:16:09.946153
,2021-04-25 21:16:31.216130
1.91,2021-04-25 21:16:34.252323
1.28,2021-04-25 21:16:46.417602
8.50,2021-04-25 21:17:34.816938
1.21,2021-04-25 21:17:46.936898
1.00,2021-04-25 21:17:59.028563
1.24,2021-04-25 21:18:14.146150
14.16,2021-04-25 21:19:08.625209
2.03,2021-04-25 21:19:29.783680
1.03,2021-04-25 21:19:41.907902
1.00,2021-04-25 21:19:50.998335
1.17,2021-04-25 21:20:03.107578
1.37,2021-04-25 21:20:21.261828
1.09,2021-04-25 21:20:33.448860
3.39,2021-04-25 21:21:03.703744
1.08,2021-04-25 21:21:15.800724
5.67,2021-04-25 21:21:55.111874
7.31,2021-04-25 21:22:37.449076
3.24,2021-04-25 21:23:10.708089
2.28,2021-04-25 21:23:34.908054
1.09,2021-04-25 21:23:47.009782
1.00,2021-04-25 21:23:56.117905
2.48,2021-04-25 21:24:20.376038
1.14,2021-04-25 21:24:35.535920
1.00,2021-04-25 21:24:44.597099
1.01,2021-04-25 21:24:53.707311
1.34,2021-04-25 21:25:11.969411
2.24,2021-04-25 21:25:33.144732
1.39,2021-04-25 21:25:51.312809
4.10,2021-04-25 21:26:24.589941
2.23,2021-04-25 21:26:48.783846
1.29,2021-04-25 21:27:03.933282
2.11,2021-04-25 21:27:25.085123
18.53,2021-04-25 21:28:25.634866
1.20,2021-04-25 21:28:37.727668
1.80,2021-04-25 21:28:58.975543
1.57,2021-04-25 21:29:17.186549
1.09,2021-04-25 21:29:29.302584
1.02,2021-04-25 21:29:38.394086
1.16,2021-04-25 21:29:53.538713
3.97,2021-04-25 21:30:38.913393
18.84,2021-04-25 21:31:39.422065
6.09,2021-04-25 21:32:18.736462
1.00,2021-04-25 21:32:30.855658
2.33,2021-04-25 21:32:55.005480
2.36,2021-04-25 21:33:19.271141
1.16,2021-04-25 21:33:34.378507
3.48,2021-04-25 21:34:07.616116
1.27,2021-04-25 21:34:19.719459
1.29,2021-04-25 21:34:34.833307
3.87,2021-04-25 21:35:08.153292
8.95,2021-04-25 21:35:56.555961
1.72,2021-04-25 21:36:14.784242
3.23,2021-04-25 21:36:45.080142
1.19,2021-04-25 21:37:00.236125
1.13,2021-04-25 21:37:12.341703
1.01,2021-04-25 21:37:21.419165
3.24,2021-04-25 21:37:51.758147
1.00,2021-04-25 21:38:03.870541
11.22,2021-04-25 21:39:13.660049
3.55,2021-04-25 21:39:46.985940
41.79,2021-04-25 21:40:56.799714
1.63,2021-04-25 21:41:17.960142
87.27,2021-04-25 21:42:42.703884
2.03,2021-04-25 21:43:03.892879
1.24,2021-04-25 21:43:19.138680
6.58,2021-04-25 21:44:01.498100
4.95,2021-04-25 21:44:37.792091
1.70,2021-04-25 21:44:58.959564
1.02,2021-04-25 21:45:08.064368
1.91,2021-04-25 21:45:29.312956
5.35,2021-04-25 21:46:08.721996
2.21,2021-04-25 21:46:33.044791
,2021-04-25 21:46:45.136036
1.17,2021-04-25 21:46:48.193787
31.90,2021-04-25 21:47:54.874873
1.08,2021-04-25 21:48:07.037181
1.16,2021-04-25 21:48:19.159326
1.63,2021-04-25 21:48:37.359420
2.23,2021-04-25 21:49:01.584984
1.50,2021-04-25 21:49:19.683777
3.97,2021-04-25 21:49:53.078684
1.08,2021-04-25 21:50:05.222818
7.26,2021-04-25 21:50:47.652260
1.12,2021-04-25 21:50:59.823884
1.84,2021-04-25 21:51:20.976567
3.70,2021-04-25 21:51:54.229551
1.28,2021-04-25 21:52:09.466655
9.94,2021-04-25 21:52:57.834639
1.30,2021-04-25 21:53:13.035012
1.38,2021-04-25 21:53:28.206652
2.78,2021-04-25 21:53:55.442326
1.40,2021-04-25 21:54:13.678208
1.02,2021-04-25 21:54:22.779024
1.34,2021-04-25 21:54:37.972401
2.32,2021-04-25 21:55:02.231467
2.52,2021-04-25 21:55:29.530364
1.00,2021-04-25 21:55:38.658517
9.28,2021-04-25 21:56:27.259803
1.87,2021-04-25 21:56:48.495302
1.37,2021-04-25 21:57:03.626204
5.34,2021-04-25 21:57:42.944188
3.09,2021-04-25 21:58:13.277275
1.67,2021-04-25 21:58:31.411585
2.85,2021-04-25 21:59:01.718782
1.45,2021-04-25 21:59:16.843971
2.27,2021-04-25 21:59:41.111138
1.11,2021-04-25 21:59:53.206147
1.04,2021-04-25 22:00:05.294498
2.61,2021-04-25 22:00:32.516790
1.32,2021-04-25 22:00:47.693259
2.04,2021-04-25 22:01:08.872580
8.44,2021-04-25 22:01:54.363001
8.45,2021-04-25 22:02:42.915559
2.59,2021-04-25 22:03:10.148341
,2021-04-25 22:03:28.292025
1.83,2021-04-25 22:03:31.342155
2.35,2021-04-25 22:03:55.578313
3.97,2021-04-25 22:04:28.855021
1.08,2021-04-25 22:04:40.964067
1.14,2021-04-25 22:04:53.065610
2.61,2021-04-25 22:05:17.355695
2.05,2021-04-25 22:05:41.502955
1.23,2021-04-25 22:05:56.650074
3.48,2021-04-25 22:06:26.910202
4.81,2021-04-25 22:07:06.338795
4.43,2021-04-25 22:07:39.607051
1.76,2021-04-25 22:08:00.784446
2.69,2021-04-25 22:08:28.061082
1.63,2021-04-25 22:08:46.245217
1.08,2021-04-25 22:08:58.392310
3.06,2021-04-25 22:09:28.640580
1.81,2021-04-25 22:09:46.786750
1.17,2021-04-25 22:10:01.917500
1.14,2021-04-25 22:10:14.026210
9.43,2021-04-25 22:11:02.529711
4.27,2021-04-25 22:11:35.801025
35.83,2021-04-25 22:12:48.472522
2.29,2021-04-25 22:13:12.766233
1.00,2021-04-25 22:13:21.868726
1.04,2021-04-25 22:13:33.973255
1.01,2021-04-25 22:13:43.058952
1.56,2021-04-25 22:14:01.236450
1.10,2021-04-25 22:14:13.339298
2.17,2021-04-25 22:14:40.621294
2.06,2021-04-25 22:15:01.849197
1.24,2021-04-25 22:15:16.972577
1.00,2021-04-25 22:15:29.090433
1.45,2021-04-25 22:15:44.230349
7.41,2021-04-25 22:16:29.631675
,2021-04-25 22:16:53.887203
1.86,2021-04-25 22:23:43.742608
1.82,2021-04-25 22:24:04.899294
1.25,2021-04-25 22:24:20.071109
1.31,2021-04-25 22:24:35.243064
3.09,2021-04-25 22:25:05.532501
1.03,2021-04-25 22:25:17.684493
7.87,2021-04-25 22:25:59.999937
1.31,2021-04-25 22:26:15.123649
8.58,2021-04-25 22:27:03.540591
1.00,2021-04-25 22:27:12.659030
2.96,2021-04-25 22:27:42.954598
4.49,2021-04-25 22:28:16.260766
1.20,2021-04-25 22:28:31.488722
1.18,2021-04-25 22:28:43.602205
66.38,2021-04-25 22:30:05.269392
1.08,2021-04-25 22:30:17.379019
4.08,2021-04-25 22:30:50.662193
2.47,2021-04-25 22:31:17.931585
5.84,2021-04-25 22:31:57.306664
14.69,2021-04-25 22:32:51.867574
12.53,2021-04-25 22:33:43.279843
2.16,2021-04-25 22:34:07.493005
1.92,2021-04-25 22:34:28.640123
21.10,2021-04-25 22:35:32.207673
26.60,2021-04-25 22:36:35.950263
1.39,2021-04-25 22:36:51.166426
1.13,2021-04-25 22:37:06.368665
11.24,2021-04-25 22:37:54.858916
1.37,2021-04-25 22:38:13.038928
3.04,2021-04-25 22:38:40.378400
1.07,2021-04-25 22:38:52.544442
1.27,2021-04-25 22:39:07.659037
1.45,2021-04-25 22:39:22.814052
3.36,2021-04-25 22:39:56.094704
1.47,2021-04-25 22:40:11.284958
1.32,2021-04-25 22:40:26.464275
6.30,2021-04-25 22:41:08.797188
2.32,2021-04-25 22:41:33.025957
1.69,2021-04-25 22:41:54.243847
2.20,2021-04-25 22:42:15.396606
2.62,2021-04-25 22:42:42.725616
3.32,2021-04-25 22:43:13.007517
3.61,2021-04-25 22:43:46.258794
47.03,2021-04-25 22:45:01.922901
1.13,2021-04-25 22:45:14.031176
1.69,2021-04-25 22:45:32.206698
7.76,2021-04-25 22:46:17.588227
1.03,2021-04-25 22:46:29.687947
1.54,2021-04-25 22:46:47.872809
4.79,2021-04-25 22:47:24.226233
1.86,2021-04-25 22:47:45.401883
1.95,2021-04-25 22:48:06.606250
1.36,2021-04-25 22:48:21.734608
5.04,2021-04-25 22:48:58.086940
8.02,2021-04-25 22:49:43.459075
1.97,2021-04-25 22:50:07.638207
4.76,2021-04-25 22:50:44.074059
1.00,2021-04-25 22:50:53.212195
2.86,2021-04-25 22:51:20.556784
20.33,2021-04-25 22:52:24.318211
1.00,2021-04-25 22:52:33.439296
1.48,2021-04-25 22:52:51.593759
1.49,2021-04-25 22:53:09.757877
3.07,2021-04-25 22:53:36.977028
,2021-04-25 22:54:01.224104
3.18,2021-04-26 00:22:07.130368
2.23,2021-04-26 00:22:31.314984
2.42,2021-04-26 00:22:55.521032
1.13,2021-04-26 00:23:07.599751
1.56,2021-04-26 00:23:25.749016
1.68,2021-04-26 00:23:46.921927
1.52,2021-04-26 00:24:05.066856
4.21,2021-04-26 00:24:38.353949
15.62,2021-04-26 00:25:35.864249
9.42,2021-04-26 00:26:21.198971
12.82,2021-04-26 00:27:15.720085
2.59,2021-04-26 00:27:42.916998
1.74,2021-04-26 00:28:01.074222
4.67,2021-04-26 00:28:37.368976
39.55,2021-04-26 00:29:50.072415
6.30,2021-04-26 00:30:32.449089
16.82,2021-04-26 00:31:30.033398
1.00,2021-04-26 00:31:39.088948
2.21,2021-04-26 00:32:03.328007
3.22,2021-04-26 00:32:33.583844
1.06,2021-04-26 00:32:42.652279
30.51,2021-04-26 00:33:52.313741
1.73,2021-04-26 00:34:10.506034
3.94,2021-04-26 00:34:43.794039
1.01,2021-04-26 00:34:55.891700
3.79,2021-04-26 00:35:29.271248
2.49,2021-04-26 00:35:53.465540
1.83,2021-04-26 00:36:14.628345
1.00,2021-04-26 00:36:23.721819
1.54,2021-04-26 00:36:41.896408
1.72,2021-04-26 00:37:03.095349
2.35,2021-04-26 00:37:27.345701
3.56,2021-04-26 00:37:57.671260
3.10,2021-04-26 00:38:27.897238
1.01,2021-04-26 00:38:39.999964
3.16,2021-04-26 00:39:07.203606
1.08,2021-04-26 00:39:19.311612
14.72,2021-04-26 00:40:16.865495
1.52,2021-04-26 00:40:32.000698
7.07,2021-04-26 00:41:17.402272
2.06,2021-04-26 00:41:38.610085
5.56,2021-04-26 00:42:17.928824
2.91,2021-04-26 00:42:45.197500
1.12,2021-04-26 00:42:57.305142
1.00,2021-04-26 00:43:09.423818
1.72,2021-04-26 00:43:39.698045
1.11,2021-04-26 00:43:51.798690
1.49,2021-04-26 00:44:06.931020
16.03,2021-04-26 00:45:04.516587
1.05,2021-04-26 00:45:16.638360
1.56,2021-04-26 00:45:34.834796
3.13,2021-04-26 00:46:02.092793
4.71,2021-04-26 00:46:38.441920
1.14,2021-04-26 00:46:53.572265
1.81,2021-04-26 00:47:11.739453
17.41,2021-04-26 00:48:12.272793
1.02,2021-04-26 00:48:21.349224
3.04,2021-04-26 00:48:51.621265
5.95,2021-04-26 00:49:31.016207
1.00,2021-04-26 00:49:40.103708
2.54,2021-04-26 00:50:07.356436
2.99,2021-04-26 00:50:34.633032
20.51,2021-04-26 00:51:38.216050
1.00,2021-04-26 00:51:47.294850
2.77,2021-04-26 00:52:14.560952
5.80,2021-04-26 00:52:53.937227
1.06,2021-04-26 00:53:06.035990
10.51,2021-04-26 00:53:54.494961
1.00,2021-04-26 00:54:06.669479
3.12,2021-04-26 00:54:36.944958
1.32,2021-04-26 00:54:52.087499
6.26,2021-04-26 00:55:31.472542
1.00,2021-04-26 00:55:43.606852
1.95,2021-04-26 00:56:04.776424
6.15,2021-04-26 00:56:44.132371
1.38,2021-04-26 00:56:59.241105
4.45,2021-04-26 00:57:35.565434
1.12,2021-04-26 00:57:47.676663
,2021-04-26 00:58:02.788411
1.35,2021-04-26 00:58:05.820919
1.19,2021-04-26 00:58:17.928106
2.12,2021-04-26 00:58:42.149283
1.58,2021-04-26 00:59:00.298382
4.03,2021-04-26 00:59:33.614378
5.97,2021-04-26 01:00:12.978644
1.15,2021-04-26 01:00:25.098444
1.01,2021-04-26 01:00:37.214365
4.81,2021-04-26 01:01:13.506737
2.17,2021-04-26 01:01:37.747282
2.18,2021-04-26 01:01:58.939771
1.86,2021-04-26 01:02:20.168342
1.57,2021-04-26 01:02:38.351548
2.05,2021-04-26 01:03:02.587261
1.00,2021-04-26 01:03:11.691696
2.65,2021-04-26 01:03:38.908446
3.32,2021-04-26 01:04:09.199823
4.22,2021-04-26 01:04:42.549365
,2021-04-26 01:05:00.696559
1.68,2021-04-26 01:05:03.719381
3.50,2021-04-26 01:05:34.028473
2.23,2021-04-26 01:05:58.252385
2.09,2021-04-26 01:06:22.498312
2.62,2021-04-26 01:06:46.699623
1.00,2021-04-26 01:06:58.833432
1.25,2021-04-26 01:07:10.959687
1.06,2021-04-26 01:07:23.092280
1.00,2021-04-26 01:07:32.169712
1.41,2021-04-26 01:07:50.335636
2.45,2021-04-26 01:08:14.587744
28.79,2021-04-26 01:09:21.197557
,2021-04-26 01:10:21.739302
21.68,2021-04-26 01:10:24.761686
30.41,2021-04-26 01:11:31.452204
2.06,2021-04-26 01:11:55.669909
1.01,2021-04-26 01:12:04.749600
2.92,2021-04-26 01:12:32.018493
1.52,2021-04-26 01:12:50.154846
15.28,2021-04-26 01:13:47.678309
1.00,2021-04-26 01:13:56.770960
1.41,2021-04-26 01:14:11.918509
5.96,2021-04-26 01:14:54.336505
3.36,2021-04-26 01:15:24.589852
1.94,2021-04-26 01:15:45.765928
2.23,2021-04-26 01:16:10.013164
1.00,2021-04-26 01:16:19.079218
2.30,2021-04-26 01:16:43.291814
2.18,2021-04-26 01:17:07.565282
1.86,2021-04-26 01:17:28.759199
